Experience,Education,Location,Job_Title,Skills,Salary
0,PhD,Delhi,Web Developer,C++|Django|Flask,575770
14,PhD,Bangalore,Software Engineer,Django,1368872
6,PhD,Mumbai,ML Engineer,SQL|Python|Flask|Java,1077316
0,Master,Bangalore,ML Engineer,Node.js,568442
5,Bachelor,Bangalore,Backend Developer,Java|Flask|JavaScript,756432
11,Bachelor,Hyderabad,DevOps Engineer,Java,1101274
1,PhD,Bangalore,Software Engineer,Java|C++,629655
13,PhD,Bangalore,Backend Developer,React|Node.js|Java,1369675
5,PhD,Mumbai,Frontend Developer,Python|CSS|JavaScript|C++,927193
3,Master,Bangalore,Frontend Developer,Java|C++|CSS|HTML,741222
4,PhD,Pune,Backend Developer,React|HTML|CSS|Django|Java,878932
12,Master,Pune,Data Scientist,C++|Python|SQL,1338404
10,PhD,Chennai,ML Engineer,Python,1249457
8,Master,Bangalore,DevOps Engineer,Python|HTML,1021308
13,Bachelor,Mumbai,Software Engineer,SQL|C++|Django|Flask|CSS,1254554
0,PhD,Bangalore,ML Engineer,SQL|Django|Node.js,709408
1,Master,Delhi,DevOps Engineer,HTML,601021
9,Master,Chennai,Web Developer,Java|C++|CSS,1047776
0,Bachelor,Pune,ML Engineer,SQL|Flask|C++,537223
12,Master,Pune,ML Engineer,Python|C++,1336127
9,Master,Bangalore,Web Developer,Python|JavaScript|C++|HTML,1082920
5,Bachelor,Pune,Web Developer,CSS|Django|React|Flask,786408
10,PhD,Pune,Web Developer,C++,1160970
15,Bachelor,Pune,Web Developer,Flask|HTML|SQL|CSS,1367160
1,Master,Mumbai,Data Scientist,Flask|HTML|React|Node.js|SQL,700144
1,Master,Bangalore,Frontend Developer,CSS|C++|HTML|React|Django,650034
15,Bachelor,Hyderabad,Web Developer,Node.js|C++,1313791
15,Bachelor,Bangalore,Data Scientist,HTML|C++|SQL|Django,1468451
3,PhD,Bangalore,Data Scientist,Node.js,817229
7,Bachelor,Delhi,Software Engineer,JavaScript|Flask,823378
12,Master,Chennai,Frontend Developer,Node.js|Python|HTML,1238416
12,Bachelor,Bangalore,DevOps Engineer,Django,1189667
10,Bachelor,Bangalore,Data Scientist,React|Node.js|Django|Python|JavaScript,1156476
8,PhD,Mumbai,Software Engineer,HTML|Python|Django|Flask|Java,1099868
12,Master,Mumbai,ML Engineer,Node.js|HTML,1330063
4,Master,Delhi,Frontend Developer,HTML|JavaScript|Python|Java,804230
0,Master,Delhi,Data Scientist,Node.js,536684
10,Bachelor,Delhi,ML Engineer,Python|HTML|SQL,1130778
3,Master,Pune,Software Engineer,Java|Node.js|CSS|Python|Flask,739696
2,PhD,Bangalore,Backend Developer,Python|C++|Django|JavaScript|Java,783908
7,Master,Hyderabad,Web Developer,Node.js,883239
15,Master,Hyderabad,ML Engineer,SQL|Node.js|JavaScript|Flask,1556638
11,Master,Bangalore,ML Engineer,JavaScript|React|Node.js,1299131
9,PhD,Pune,ML Engineer,Java|Flask|Node.js|Django,1271437
4,PhD,Hyderabad,Backend Developer,SQL|Flask,834050
7,Bachelor,Chennai,Backend Developer,Python|Flask|React|C++|SQL,916180
7,PhD,Mumbai,DevOps Engineer,C++,1014590
14,Bachelor,Delhi,Web Developer,C++,1231592
4,Bachelor,Delhi,Frontend Developer,SQL,637176
0,PhD,Hyderabad,Data Scientist,Python|SQL|Flask|JavaScript|React,713100
7,Bachelor,Hyderabad,DevOps Engineer,SQL|Node.js|Python|Flask|Django,973480
14,PhD,Delhi,DevOps Engineer,JavaScript|Python,1457387
1,PhD,Hyderabad,ML Engineer,SQL|React|Python,771238
15,Master,Bangalore,Data Scientist,Django|SQL|Flask|Python,1514436
2,Bachelor,Hyderabad,Software Engineer,SQL|Flask,533521
11,Master,Hyderabad,Backend Developer,HTML|C++|SQL,1182434
12,Bachelor,Pune,Data Scientist,Python|Java|CSS|Flask|Node.js,1286132
5,PhD,Mumbai,Web Developer,Node.js|Java,856463
14,Bachelor,Chennai,DevOps Engineer,React|Python|C++|Flask,1352696
1,Bachelor,Delhi,Frontend Developer,Python|React|Django|JavaScript|SQL,547531
12,PhD,Mumbai,ML Engineer,React|CSS,1388572
10,Master,Bangalore,Software Engineer,Java|JavaScript,1082486
1,Master,Mumbai,DevOps Engineer,JavaScript|SQL,600318
3,PhD,Delhi,Data Scientist,Django|C++|React|JavaScript,876404
10,Master,Pune,DevOps Engineer,JavaScript,1116242
5,Bachelor,Hyderabad,Web Developer,Node.js|Python|Django|React|SQL,808848
5,PhD,Bangalore,DevOps Engineer,Java,891468
4,Master,Hyderabad,Backend Developer,React|Python|Flask|CSS,815153
12,Bachelor,Chennai,Backend Developer,SQL|CSS|HTML|Node.js|React,1230914
3,Master,Pune,Web Developer,Flask|SQL|Python,685008
13,Master,Chennai,ML Engineer,Node.js|SQL|Python,1424326
9,PhD,Bangalore,Web Developer,Flask,1102996
15,Bachelor,Bangalore,DevOps Engineer,Python,1340701
8,PhD,Pune,Software Engineer,CSS|Python|Flask|React,1095682
0,Bachelor,Bangalore,Web Developer,Node.js|Python,423005
14,Bachelor,Bangalore,ML Engineer,SQL|C++|CSS|Flask|Django,1433723
7,Bachelor,Chennai,ML Engineer,Java|Django|HTML,977540
4,Bachelor,Mumbai,Data Scientist,Django|React|C++|Flask|JavaScript,806579
6,PhD,Chennai,DevOps Engineer,Flask|Python|Django|JavaScript,1021722
4,Bachelor,Delhi,ML Engineer,JavaScript|HTML|Node.js|CSS,790162
6,PhD,Mumbai,DevOps Engineer,HTML|C++|Java|JavaScript|Python,1074509
1,PhD,Mumbai,ML Engineer,Java|Python|HTML|SQL|Flask,802712
5,Bachelor,Hyderabad,Frontend Developer,Flask|Node.js|React|Python,772784
9,Bachelor,Delhi,Data Scientist,Java|SQL|CSS|React|Python,1109117
12,PhD,Delhi,Software Engineer,Java|C++,1287197
10,Bachelor,Hyderabad,Data Scientist,Node.js,1073994
14,PhD,Hyderabad,Frontend Developer,C++|Java|React,1448254
14,Master,Delhi,Data Scientist,Flask|C++|CSS,1445561
4,Bachelor,Pune,Web Developer,Java|Python|CSS|Node.js,704160
3,PhD,Mumbai,Backend Developer,Flask|SQL|C++|HTML,806426
13,PhD,Mumbai,ML Engineer,C++,1428265
9,Master,Pune,DevOps Engineer,Flask|SQL|Node.js|C++,1154680
1,Master,Pune,Data Scientist,CSS,607052
6,Master,Chennai,Software Engineer,Flask,808912
1,Master,Delhi,Software Engineer,SQL|HTML|Django|Node.js,577472
7,Bachelor,Delhi,Software Engineer,CSS|Flask|Node.js|Django,883168
1,PhD,Delhi,Data Scientist,HTML|Flask|Python,747381
12,PhD,Pune,Data Scientist,Python|Flask|Java,1413856
14,Bachelor,Chennai,Data Scientist,JavaScript|Java|CSS|Node.js,1374041
3,Master,Chennai,Web Developer,Java|Django|JavaScript|CSS,727555
10,Master,Pune,ML Engineer,SQL|React|Flask,1208281
7,Master,Chennai,Frontend Developer,Flask|React|JavaScript|CSS|SQL,981510
13,Master,Chennai,DevOps Engineer,Django|Python|CSS,1376603
9,PhD,Bangalore,Frontend Developer,Django|Flask|C++|HTML,1152650
2,PhD,Pune,Web Developer,Python,669918
8,PhD,Pune,Web Developer,Node.js,1028908
14,Bachelor,Delhi,Software Engineer,Django,1199525
6,Bachelor,Hyderabad,DevOps Engineer,C++|SQL|Python|JavaScript|CSS,895810
4,Bachelor,Pune,Web Developer,JavaScript|CSS|SQL|Flask,721437
7,Bachelor,Hyderabad,Software Engineer,JavaScript|Flask|Python|Java|HTML,898884
10,Master,Mumbai,Data Scientist,Flask|JavaScript|C++|CSS,1242773
1,Master,Chennai,Frontend Developer,Django|CSS|C++|React|SQL,617396
15,Bachelor,Mumbai,DevOps Engineer,HTML|Python|Java|Node.js,1429599
5,Bachelor,Mumbai,Web Developer,Node.js|Flask|HTML|CSS,789472
0,Master,Chennai,Web Developer,Python|Node.js|CSS|Java|SQL,574267
4,PhD,Delhi,Data Scientist,SQL|Flask|JavaScript,920488
4,Bachelor,Mumbai,ML Engineer,Python,750656
6,PhD,Delhi,Web Developer,CSS|Java|Django|React,980018
2,Master,Pune,Data Scientist,Node.js|JavaScript|HTML,713689
4,Bachelor,Chennai,DevOps Engineer,C++|Flask,715765
9,Bachelor,Bangalore,Frontend Developer,Java|SQL,977304
6,PhD,Pune,Web Developer,Node.js,917095
1,Master,Bangalore,Web Developer,HTML|Node.js|SQL|Java|JavaScript,652998
11,Bachelor,Mumbai,Frontend Developer,HTML|Java|C++|Django,1119793
14,PhD,Hyderabad,Data Scientist,Python|Django,1479889
2,Master,Hyderabad,Web Developer,HTML,602085
1,Master,Delhi,Software Engineer,Django|C++,548504
3,Bachelor,Delhi,Backend Developer,Java|React,604243
15,Bachelor,Mumbai,Web Developer,Flask|SQL|Python|Java|React,1397928
0,Master,Mumbai,ML Engineer,CSS,570132
3,Bachelor,Hyderabad,Software Engineer,Python,570163
6,Bachelor,Pune,Backend Developer,Java,746161
2,Bachelor,Mumbai,DevOps Engineer,Python|Flask|C++|CSS,666295
8,Master,Mumbai,DevOps Engineer,C++|HTML,1049961
2,Bachelor,Mumbai,Software Engineer,Python|Flask|C++,544812
14,Bachelor,Delhi,ML Engineer,Django|React|Node.js|JavaScript,1406437
3,Master,Chennai,ML Engineer,Java|Flask|Node.js|React|Django,869843
15,Master,Chennai,Web Developer,Node.js,1377916
4,PhD,Mumbai,Frontend Developer,Node.js|CSS,796819
0,PhD,Bangalore,DevOps Engineer,Django|CSS,630584
5,Bachelor,Hyderabad,Software Engineer,JavaScript|SQL,715674
11,Master,Hyderabad,Web Developer,Flask|Java|Python|JavaScript|React,1224151
8,PhD,Delhi,ML Engineer,JavaScript,1106590
4,Bachelor,Chennai,ML Engineer,CSS|React|SQL|Python|Django,818339
13,Bachelor,Bangalore,ML Engineer,Node.js|SQL|Python,1309550
9,PhD,Chennai,Frontend Developer,Flask|Python|C++|React|CSS,1192329
12,Bachelor,Hyderabad,Data Scientist,C++|Node.js|React,1246467
15,Bachelor,Chennai,DevOps Engineer,React|CSS|C++|SQL,1411183
11,Bachelor,Pune,Backend Developer,C++|SQL|Django|JavaScript,1151814
10,Bachelor,Delhi,Software Engineer,SQL|CSS|React|Django,1036716
9,Bachelor,Hyderabad,ML Engineer,Flask|Python,1055351
8,Master,Hyderabad,Backend Developer,Java|HTML|SQL,1001497
8,PhD,Chennai,Backend Developer,SQL|Java|Django|Node.js|CSS,1115760
8,Master,Delhi,ML Engineer,Java|CSS|Flask|SQL,1148726
14,PhD,Pune,DevOps Engineer,React|JavaScript|SQL|HTML|CSS,1558808
12,Bachelor,Pune,Frontend Developer,Java|CSS|HTML|C++|Flask,1228605
3,Bachelor,Hyderabad,Backend Developer,Python|HTML|React,624860
11,PhD,Hyderabad,ML Engineer,Python,1310607
6,PhD,Delhi,Web Developer,JavaScript,889776
4,Bachelor,Chennai,Data Scientist,Java|SQL|Flask|React|CSS,831922
10,Bachelor,Bangalore,Frontend Developer,Node.js|Django|Flask|HTML|SQL,1086276
5,Bachelor,Bangalore,ML Engineer,Django|C++|SQL|JavaScript,866320
8,Master,Bangalore,Data Scientist,HTML|Java|SQL|Django|Python,1148083
1,Bachelor,Chennai,Backend Developer,HTML|C++|CSS,531929
2,Bachelor,Chennai,ML Engineer,C++|Python|Node.js|SQL,692127
7,Bachelor,Delhi,Web Developer,Flask|CSS|Java|SQL|React,898530
6,PhD,Hyderabad,Data Scientist,Django|JavaScript|C++|Node.js|HTML,1072771
8,Bachelor,Bangalore,Software Engineer,Flask|C++|Node.js,914138
10,PhD,Delhi,Data Scientist,CSS,1216250
15,Master,Delhi,Backend Developer,Flask|Python,1420929
15,PhD,Mumbai,DevOps Engineer,Flask|Django|Node.js|C++|Java,1622842
5,Bachelor,Chennai,Frontend Developer,Node.js|JavaScript|SQL|C++,756672
9,Master,Chennai,Backend Developer,Flask|Java|CSS|Django|HTML,1134079
8,Bachelor,Mumbai,DevOps Engineer,Django|SQL|React|Java|C++,1037465
14,Master,Mumbai,Data Scientist,React|C++|Python|Java|Django,1486530
11,Bachelor,Mumbai,Web Developer,CSS|SQL|HTML|Java|Flask,1171534
10,PhD,Delhi,DevOps Engineer,HTML|C++|React,1250859
14,Bachelor,Hyderabad,ML Engineer,Python|C++|SQL|HTML,1425870
7,Master,Chennai,Frontend Developer,Java|React|C++,960537
3,Bachelor,Chennai,Frontend Developer,Node.js,569057
12,Bachelor,Delhi,Web Developer,Python|JavaScript|React,1145585
9,Master,Hyderabad,Backend Developer,C++|HTML|React|Flask|JavaScript,1138240
12,Bachelor,Mumbai,Frontend Developer,Django|React|JavaScript|SQL|Node.js,1215984
6,PhD,Mumbai,Data Scientist,C++|JavaScript,1020006
8,PhD,Hyderabad,DevOps Engineer,SQL|HTML|Flask|JavaScript,1155868
7,Bachelor,Mumbai,Backend Developer,C++|Django,845859
9,Bachelor,Bangalore,Software Engineer,JavaScript|HTML,934423
8,Bachelor,Hyderabad,DevOps Engineer,Flask,931436
3,PhD,Pune,Web Developer,Java|C++|Django,774183
6,PhD,Hyderabad,Web Developer,HTML|Java|Flask|JavaScript,981110
11,Bachelor,Bangalore,ML Engineer,HTML|CSS|React|Node.js,1244584
4,Bachelor,Bangalore,Data Scientist,Python,703121
0,Master,Chennai,Web Developer,React|CSS,493824
9,PhD,Chennai,Software Engineer,Python|Flask,1096093
14,PhD,Pune,Backend Developer,Node.js|JavaScript|CSS|Django|SQL,1475220
8,PhD,Delhi,Frontend Developer,React,1016480
11,PhD,Hyderabad,Data Scientist,Java|React|Python|Node.js,1343645
15,Master,Pune,Frontend Developer,CSS|SQL|HTML,1429709
4,Master,Delhi,ML Engineer,Flask|CSS|C++|JavaScript|HTML,905551
11,Bachelor,Hyderabad,Frontend Developer,HTML|Python|Node.js|C++|Java,1137447
8,PhD,Delhi,Web Developer,Django|JavaScript|Flask|CSS,1087995
7,Master,Bangalore,ML Engineer,React|Django,1030768
13,PhD,Bangalore,Backend Developer,JavaScript|CSS|C++|HTML|Python,1452279
4,PhD,Hyderabad,DevOps Engineer,Java|Node.js|CSS|HTML,919081
3,Master,Delhi,Web Developer,JavaScript|HTML,699598
8,PhD,Hyderabad,Software Engineer,Node.js,991828
10,PhD,Delhi,Frontend Developer,C++|Python|HTML|Java,1226351
14,PhD,Hyderabad,Web Developer,Python,1377715
7,PhD,Chennai,Backend Developer,SQL,965742
2,Master,Hyderabad,Data Scientist,Java|React|CSS|Node.js|Python,760300
15,PhD,Mumbai,ML Engineer,SQL|Python|React|Flask,1618282
8,PhD,Chennai,DevOps Engineer,JavaScript,1087665
5,Master,Chennai,Software Engineer,HTML,741166
9,Master,Delhi,Software Engineer,HTML|Django|Node.js|Java,1053902
2,PhD,Hyderabad,Software Engineer,Node.js|Flask,688505
12,Master,Chennai,Software Engineer,Flask,1171204
7,Master,Pune,Backend Developer,HTML|SQL|Django|Node.js|JavaScript,1005810
2,Master,Chennai,Frontend Developer,React,609883
8,Bachelor,Mumbai,Web Developer,JavaScript|C++|Flask,944925
12,Master,Pune,Data Scientist,C++|HTML|Flask,1335424
15,Bachelor,Chennai,Frontend Developer,Node.js|Java,1312613
3,Bachelor,Pune,Data Scientist,JavaScript|C++|CSS|Node.js|SQL,756219
15,Master,Delhi,DevOps Engineer,SQL|Node.js|Python|C++,1523885
10,PhD,Bangalore,Web Developer,Flask,1135336
5,Master,Delhi,Data Scientist,Python|Java|SQL|Flask|CSS,935316
3,Bachelor,Chennai,Frontend Developer,JavaScript|HTML,618002
14,PhD,Hyderabad,DevOps Engineer,Node.js|Flask|CSS|HTML|Python,1536488
15,PhD,Delhi,Backend Developer,Django,1454665
3,Bachelor,Chennai,Frontend Developer,Node.js|Flask|JavaScript,644961
3,PhD,Mumbai,Web Developer,Django,737826
11,Bachelor,Mumbai,Data Scientist,C++|Django,1150962
2,Bachelor,Mumbai,Software Engineer,Django|C++|Java|React|Flask,575079
11,Master,Delhi,Data Scientist,Node.js,1210943
4,Master,Pune,Web Developer,Flask|Python,720993
7,Bachelor,Chennai,Frontend Developer,SQL|React|Python|Django|Node.js,932516
4,Master,Delhi,ML Engineer,React|HTML|Java|JavaScript|Node.js,904565
12,Master,Chennai,Web Developer,Django|Node.js,1218517
14,PhD,Bangalore,Frontend Developer,Django|React|C++,1435477
0,Bachelor,Chennai,ML Engineer,SQL|Python|HTML|Django,578475
15,Bachelor,Hyderabad,Backend Developer,Flask|CSS|Node.js|Java|HTML,1407487
6,PhD,Mumbai,DevOps Engineer,CSS|React|JavaScript|Java,1028688
3,PhD,Hyderabad,Software Engineer,JavaScript|React,729218
3,Master,Hyderabad,DevOps Engineer,Node.js|Django,722684
3,PhD,Pune,Software Engineer,SQL,701140
4,PhD,Mumbai,Software Engineer,Node.js|CSS|Python|Django,842665
11,Master,Delhi,Backend Developer,Flask|SQL|Django|React|Java,1261579
9,Bachelor,Hyderabad,DevOps Engineer,Flask|JavaScript|C++,1061502
8,Master,Pune,Frontend Developer,C++,974607
4,Bachelor,Pune,Backend Developer,React|Django,663312
12,Bachelor,Chennai,ML Engineer,Django|JavaScript,1220105
11,Bachelor,Pune,Web Developer,HTML|Django,1071672
2,Master,Mumbai,Frontend Developer,Java|JavaScript|SQL,662448
9,Bachelor,Chennai,ML Engineer,Python,1023506
4,Bachelor,Chennai,Web Developer,JavaScript,630155
6,Bachelor,Delhi,ML Engineer,Flask,860814
4,Bachelor,Bangalore,Data Scientist,Node.js|HTML|Java|Python|Django,813783
1,Bachelor,Chennai,Data Scientist,JavaScript|HTML,554336
3,Bachelor,Chennai,Frontend Developer,Node.js|SQL,584693
12,Master,Pune,Data Scientist,Flask|CSS|Java,1308812
15,Master,Chennai,Data Scientist,Django|JavaScript|Flask|Node.js,1545190
6,PhD,Bangalore,Data Scientist,Java|C++|CSS|SQL,1041486
11,Bachelor,Delhi,Data Scientist,SQL|Flask|C++|React,1217366
4,Bachelor,Chennai,DevOps Engineer,Node.js|React|JavaScript|Python|C++,805972
5,Master,Hyderabad,Software Engineer,SQL|HTML|CSS,823836
8,Bachelor,Bangalore,Software Engineer,C++|Flask|Django|SQL,933709
2,Bachelor,Bangalore,Backend Developer,SQL|HTML|C++,575892
14,Bachelor,Chennai,Backend Developer,HTML|SQL,1265112
0,Bachelor,Hyderabad,Data Scientist,JavaScript|CSS|Flask|SQL|C++,574351
11,Bachelor,Mumbai,Web Developer,Node.js|HTML,1074614
6,Master,Delhi,Web Developer,Node.js|HTML|React|CSS,901412
14,Bachelor,Delhi,Frontend Developer,Flask|JavaScript|Node.js,1299414
3,Master,Mumbai,Software Engineer,React|JavaScript,642233
12,Bachelor,Mumbai,Backend Developer,SQL|C++,1154255
12,PhD,Bangalore,ML Engineer,C++,1375891
11,Master,Pune,Web Developer,JavaScript|SQL|Java|Django|CSS,1251897
9,Bachelor,Hyderabad,Frontend Developer,C++|Java|SQL|Python,1025512
2,Bachelor,Chennai,ML Engineer,JavaScript|CSS,656903
11,Master,Delhi,Backend Developer,HTML|Java,1175256
9,PhD,Chennai,ML Engineer,Node.js|SQL|C++|Java|HTML,1283630
0,Master,Delhi,DevOps Engineer,Node.js|SQL,560586
8,Master,Hyderabad,Software Engineer,Flask|Java|Python|CSS,1010921
14,Bachelor,Mumbai,Web Developer,React,1251093
11,Master,Mumbai,Web Developer,C++|JavaScript,1168120
3,PhD,Bangalore,ML Engineer,Java,813445
8,Master,Delhi,Web Developer,HTML|Java|SQL,1012138
14,PhD,Hyderabad,DevOps Engineer,Flask|Django,1477930
10,PhD,Bangalore,ML Engineer,SQL|JavaScript,1271641
14,Master,Pune,ML Engineer,Django|Node.js|Python|React,1491909
3,PhD,Hyderabad,Web Developer,C++,729301
1,Bachelor,Delhi,Web Developer,HTML,465311
14,Bachelor,Chennai,DevOps Engineer,SQL|HTML|JavaScript,1336190
10,Master,Mumbai,Software Engineer,JavaScript,1050129
14,PhD,Hyderabad,ML Engineer,Python|HTML|React,1529535
2,Bachelor,Mumbai,Web Developer,Java|Python|CSS|Node.js|React,625127
11,Bachelor,Delhi,Data Scientist,JavaScript|Flask|C++|CSS,1192793
1,PhD,Chennai,DevOps Engineer,Java|Django|React,727680
5,PhD,Mumbai,Data Scientist,Python|Flask|SQL|C++,1012919
11,PhD,Delhi,Data Scientist,React|JavaScript|CSS|C++|Django,1370001
4,Bachelor,Mumbai,ML Engineer,CSS|C++,778093
4,Master,Bangalore,ML Engineer,React|Java,842983
10,Bachelor,Delhi,Web Developer,JavaScript|SQL|Flask|React,1066890
3,Master,Mumbai,Software Engineer,Java|Node.js|Python|HTML|Flask,748863
8,Master,Pune,Backend Developer,CSS|Flask|Django,1028018
4,Bachelor,Hyderabad,Software Engineer,Flask|CSS|HTML|JavaScript|Node.js,732004
10,Master,Pune,Software Engineer,Node.js|JavaScript|React|CSS|HTML,1146061
9,Bachelor,Chennai,Web Developer,React|CSS,961057
1,Bachelor,Chennai,Frontend Developer,C++,463609
12,Master,Pune,Data Scientist,Python,1259519
11,PhD,Hyderabad,Software Engineer,Flask|Python,1217412
4,PhD,Pune,DevOps Engineer,HTML|React|Java|C++,916388
13,PhD,Mumbai,Software Engineer,Django|HTML|Python|SQL|Flask,1397181
3,Master,Delhi,Data Scientist,React,744456
5,Bachelor,Chennai,DevOps Engineer,HTML|SQL,773004
5,Master,Mumbai,ML Engineer,Node.js|Flask,884548
2,Master,Hyderabad,Frontend Developer,Django|C++,632378
13,PhD,Bangalore,Data Scientist,Python|Django|C++,1435897
10,Bachelor,Delhi,DevOps Engineer,Python|Flask|Django|HTML,1115230
5,Bachelor,Hyderabad,Web Developer,Python|Java|JavaScript|Node.js,788048
14,Bachelor,Chennai,DevOps Engineer,HTML|Java|C++|JavaScript,1356442
4,PhD,Delhi,Data Scientist,Flask|CSS|C++|Python|JavaScript,958713
7,Master,Bangalore,ML Engineer,Django|HTML,1026090
7,PhD,Hyderabad,Data Scientist,JavaScript|CSS|SQL|Flask,1108401
2,PhD,Chennai,Frontend Developer,Flask|Django,692631
14,Bachelor,Hyderabad,DevOps Engineer,Django,1288639
11,PhD,Mumbai,Frontend Developer,Flask|Python|CSS,1265704
14,Master,Bangalore,Data Scientist,C++|React|Django|SQL|Python,1481550
2,Bachelor,Hyderabad,Backend Developer,JavaScript|CSS|Django,583991
10,Bachelor,Chennai,Software Engineer,Node.js|CSS|React,1018780
8,Master,Mumbai,DevOps Engineer,CSS|JavaScript,1023915
3,Master,Mumbai,Web Developer,C++|Flask,685694
13,PhD,Delhi,Web Developer,Java,1327659
4,Master,Bangalore,DevOps Engineer,Django,793452
1,Master,Delhi,Data Scientist,HTML,633880
15,Bachelor,Mumbai,DevOps Engineer,Node.js,1355306
0,Master,Bangalore,Data Scientist,JavaScript|HTML|C++,592819
14,Master,Chennai,Backend Developer,Python|JavaScript|SQL|HTML,1388005
8,Master,Delhi,Software Engineer,Python|Flask|Django|React|Java,1037345
14,Master,Chennai,ML Engineer,Django|Node.js,1424276
4,Master,Hyderabad,DevOps Engineer,JavaScript|Node.js|Django,818953
15,PhD,Delhi,Backend Developer,HTML|React|CSS,1513093
2,Master,Hyderabad,Web Developer,JavaScript|Flask|Node.js,625666
8,Bachelor,Delhi,Backend Developer,Java,867925
2,Master,Mumbai,ML Engineer,SQL|React,729092
15,Bachelor,Mumbai,Backend Developer,Django|SQL|CSS|Flask,1385335
6,Master,Pune,ML Engineer,C++,921247
5,PhD,Chennai,Web Developer,React,857669
1,Master,Mumbai,Backend Developer,HTML,525753
13,Master,Hyderabad,Web Developer,SQL,1237458
2,Master,Delhi,Data Scientist,Flask|HTML|Java|SQL,760457
6,Bachelor,Hyderabad,Web Developer,SQL|C++|HTML,806550
12,Master,Bangalore,Data Scientist,JavaScript|HTML|Django|C++,1356285
7,Master,Delhi,Frontend Developer,React|Java|Node.js|HTML|Flask,991700
5,PhD,Hyderabad,DevOps Engineer,HTML,900478
4,Master,Delhi,Data Scientist,React|Django|CSS|Python,868415
11,Bachelor,Hyderabad,Backend Developer,React|CSS,1083096
15,Bachelor,Pune,Web Developer,CSS|Python|Flask,1358238
11,PhD,Chennai,Data Scientist,Flask,1283335
12,PhD,Delhi,ML Engineer,Java|C++|HTML,1432376
6,Master,Delhi,ML Engineer,HTML|SQL|JavaScript|Django,1017391
6,Master,Delhi,ML Engineer,HTML|Java|Django|CSS,993763
9,PhD,Pune,Software Engineer,Python|JavaScript|C++,1130325
1,Master,Chennai,ML Engineer,Node.js|Python|React|C++,698104
10,Master,Delhi,Data Scientist,React,1162858
14,Bachelor,Bangalore,DevOps Engineer,CSS|Python|Django,1353592
12,Bachelor,Chennai,Web Developer,Node.js|JavaScript|Django|CSS|C++,1230342
5,PhD,Delhi,Frontend Developer,HTML|Django|SQL|Java,915298
4,Bachelor,Hyderabad,Frontend Developer,Node.js|HTML|React|JavaScript,724406
6,Bachelor,Hyderabad,Backend Developer,CSS|SQL|React|Django|Flask,883271
12,PhD,Pune,Backend Developer,C++|JavaScript|Python,1306636
0,Master,Mumbai,Backend Developer,Flask|React,515189
10,PhD,Hyderabad,ML Engineer,React|CSS|Flask,1278416
4,Master,Pune,ML Engineer,CSS,820629
3,PhD,Chennai,Frontend Developer,Python|C++|Node.js|Django,793738
4,Master,Pune,Web Developer,JavaScript|Django|React,776898
2,Bachelor,Mumbai,ML Engineer,C++|Django|SQL|Java|Node.js,697280
6,Master,Mumbai,Web Developer,Django|Flask|Node.js|JavaScript|React,953050
4,PhD,Mumbai,Backend Developer,Django,777892
11,PhD,Pune,Backend Developer,JavaScript|Python|Flask,1264644
4,Master,Bangalore,DevOps Engineer,Flask,794842
3,Master,Pune,Web Developer,React|Flask|C++|Node.js,735967
12,PhD,Mumbai,Software Engineer,React|Java|Flask,1288548
13,PhD,Pune,Data Scientist,Java|Flask|SQL|C++,1484773
3,PhD,Bangalore,Software Engineer,C++|Node.js,733852
9,Bachelor,Hyderabad,DevOps Engineer,Flask|C++|Python,1026985
6,PhD,Pune,ML Engineer,Node.js|C++|Python,1049888
15,Bachelor,Hyderabad,Web Developer,Node.js|C++|JavaScript,1360313
14,Master,Bangalore,ML Engineer,JavaScript|SQL,1443396
2,PhD,Delhi,Frontend Developer,React|SQL|Java|Django,724011
14,Bachelor,Mumbai,Software Engineer,Flask|Python|C++|React,1276704
11,Bachelor,Hyderabad,Frontend Developer,React,1040312
3,Bachelor,Chennai,Data Scientist,SQL|React|JavaScript|Python,727448
7,Bachelor,Bangalore,DevOps Engineer,Python,869547
13,Bachelor,Delhi,Data Scientist,Flask|SQL|HTML|React,1327149
13,PhD,Mumbai,Software Engineer,Django|SQL|JavaScript|Flask|React,1395105
9,PhD,Chennai,ML Engineer,CSS|Django|Python|HTML,1244338
11,Master,Chennai,Frontend Developer,Java,1144414
6,Master,Pune,Frontend Developer,React|Django,873712
10,Master,Bangalore,Web Developer,Django|HTML|Node.js,1142406
6,Master,Hyderabad,DevOps Engineer,SQL,910197
15,Master,Mumbai,Backend Developer,Node.js|JavaScript|CSS|Python|React,1476715
2,Master,Pune,Data Scientist,Django|SQL|Flask|React,752966
7,Master,Mumbai,DevOps Engineer,JavaScript|Flask,984082
9,Master,Pune,Data Scientist,SQL|HTML|Django,1154616
13,Master,Hyderabad,Software Engineer,CSS,1248861
14,Bachelor,Mumbai,Frontend Developer,Django,1243185
1,PhD,Hyderabad,Data Scientist,Node.js|React|Flask|Java,743569
15,Bachelor,Pune,ML Engineer,Node.js|Flask,1414969
4,PhD,Chennai,Software Engineer,C++|Django|JavaScript|Python|SQL,872681
13,PhD,Pune,Software Engineer,Java,1320927
3,Bachelor,Chennai,DevOps Engineer,C++|Java|HTML|CSS,709681
10,PhD,Hyderabad,Frontend Developer,CSS|SQL|JavaScript|Flask|Java,1249818
12,PhD,Pune,Frontend Developer,Python|Flask,1288929
